"type","longitude","latitude"
"Park",-9.2083025,38.767048
"Park",-9.2082676,38.7670239
"Park",-9.2081174,38.7670516
"Park",-9.2078928,38.7670846
"Park",-9.2077748,38.7670971
"Park",-9.2076071,38.7671034
"Park",-9.2073818,38.7671034
"Park",-9.2071706,38.7670856
"Park",-9.2069661,38.7668158
"Park",-9.2070466,38.7667427
"Park",-9.2072068,38.7667489
"Park",-9.2073208,38.7667259
"Park",-9.2074348,38.7666987
"Park",-9.2074811,38.7666935
"Park",-9.2075575,38.7666961
"Park",-9.2076722,38.7667254
"Park",-9.207695,38.766728
"Park",-9.2077124,38.7667238
"Park",-9.2077298,38.7667129
"Park",-9.2077453,38.7666909
"Park",-9.207752,38.7666642
"Park",-9.2077493,38.7665884
"Park",-9.2072766,38.7665309
"Park",-9.2083823,38.7669988
"Park",-9.2083307,38.7669523
"Park",-9.2084034,38.766889
"Park",-9.1499757,38.756059
"Park",-9.1498162,38.7560327
"Park",-9.149709,38.7560693
"Park",-9.1497184,38.7560871
"Park",-9.1497435,38.7561362
"Park",-9.1498057,38.7562611
"Park",-9.1889317,38.7452083
"Park",-9.1962547,38.7591629
"Park",-9.1965252,38.7592852
"Park",-9.1956615,38.7589018
"Park",-9.1950707,38.7629413
"Park",-9.1950494,38.762941
"Park",-9.1950287,38.762943
"Park",-9.1950086,38.7629489
"Park",-9.194991,38.7629565
"Park",-9.1948904,38.7630132
"Park",-9.1948242,38.7629622
"Park",-9.194835,38.7629544
"Park",-9.1948418,38.7629478
"Park",-9.1948474,38.7629405
"Park",-9.1948499,38.7629314
"Park",-9.1948495,38.7629209
"Park",-9.1948459,38.7629105
"Park",-9.1948385,38.7629005
"Park",-9.1962995,38.7637707
"Park",-9.1961068,38.7639407
"Park",-9.1959741,38.7640573
"Park",-9.195675,38.7643039
"Park",-9.1958091,38.7641977
"Park",-9.1955432,38.7644016
"Park",-9.1953119,38.7645731
"Park",-9.1950795,38.7647459
"Park",-9.1948915,38.7648866
"Park",-9.1946521,38.7650662
"Park",-9.1944187,38.7652437
"Park",-9.1942132,38.7653971
"Park",-9.1941706,38.7654319
"Park",-9.1941371,38.7654641
"Park",-9.1941029,38.7655051
"Park",-9.1940687,38.7655553
"Park",-9.1940415,38.765611
"Park",-9.1940248,38.7656578
"Park",-9.1940157,38.7656967
"Park",-9.1940097,38.765744
"Park",-9.1939996,38.765818
"Park",-9.1939882,38.7658755
"Park",-9.1939718,38.7659385
"Park",-9.193951,38.7660013
"Park",-9.1939259,38.7660653
"Park",-9.1939014,38.7661168
"Park",-9.1938658,38.7661822
"Park",-9.1938273,38.7662441
"Park",-9.1937921,38.7663006
"Park",-9.1937622,38.7663571
"Park",-9.1937398,38.7664075
"Park",-9.1937173,38.766465
"Park",-9.1936972,38.7665306
"Park",-9.1936801,38.7665976
"Park",-9.193666,38.7666559
"Park",-9.193661,38.7666695
"Park",-9.1936529,38.766683
"Park",-9.1936409,38.7666959
"Park",-9.1936291,38.7667047
"Park",-9.19361,38.7667139
"Park",-9.1935909,38.7667183
"Park",-9.1935698,38.7667194
"Park",-9.1935497,38.7667173
"Park",-9.1935296,38.7667118
"Park",-9.1935118,38.7667024
"Park",-9.1934977,38.7666919
"Park",-9.1934856,38.7666742
"Park",-9.1934786,38.7666577
"Park",-9.1934206,38.7666705
"Park",-9.1934769,38.7668352
"Park",-9.1934813,38.7668483
"Park",-9.193485,38.7668645
"Park",-9.1934853,38.7668788
"Park",-9.193483,38.7668943
"Park",-9.1934769,38.7669094
"Park",-9.1934669,38.7669246
"Park",-9.1934514,38.7669379
"Park",-9.1934333,38.7669486
"Park",-9.1934092,38.7669586
"Park",-9.192161,38.7673251
"Park",-9.1918485,38.7672895
"Park",-9.1907112,38.7667905
"Park",-9.190679,38.7667769
"Park",-9.1906422,38.7667672
"Park",-9.1906039,38.7667641
"Park",-9.19056,38.7667672
"Park",-9.1905225,38.7667772
"Park",-9.1904889,38.7667931
"Park",-9.1904604,38.7668124
"Park",-9.1866373,38.7683783
"Park",-9.186587,38.7683893
"Park",-9.1864797,38.7683911
"Park",-9.1864355,38.7683838
"Park",-9.1863872,38.7683932
"Park",-9.1863895,38.768411
"Park",-9.1863949,38.7684285
"Park",-9.1864056,38.7684471
"Park",-9.186419,38.7684643
"Park",-9.1864341,38.7684792
"Park",-9.1864519,38.7684923
"Park",-9.186475,38.7685048
"Park",-9.1865655,38.768543
"Park",-9.1865907,38.7685521
"Park",-9.1866075,38.7685558
"Park",-9.1866266,38.7685563
"Park",-9.186644,38.7685537
"Park",-9.1866644,38.7685459
"Park",-9.1866819,38.7685344
"Park",-9.1867124,38.7685004
"Park",-9.1867858,38.7685425
"Park",-9.1867748,38.7685582
"Park",-9.1867697,38.7685718
"Park",-9.1867707,38.7685822
"Park",-9.1867737,38.7685927
"Park",-9.1867805,38.7686021
"Park",-9.1867902,38.7686102
"Park",-9.1868053,38.7686175
"Park",-9.1868482,38.7686272
"Park",-9.186927,38.7686439
"Park",-9.1870138,38.7686593
"Park",-9.1871881,38.7686815
"Park",-9.187334,38.768698
"Park",-9.1874054,38.7687064
"Park",-9.1874738,38.7687108
"Park",-9.1875479,38.7687145
"Park",-9.1876388,38.7687166
"Park",-9.187738,38.7687176
"Park",-9.1878212,38.7687202
"Park",-9.1879093,38.7687247
"Park",-9.1879925,38.7687299
"Park",-9.1880739,38.7687367
"Park",-9.1881457,38.7687434
"Park",-9.1881963,38.7687487
"Park",-9.1882481,38.768756
"Park",-9.1882996,38.768766
"Park",-9.1883475,38.768777
"Park",-9.188394,38.7687887
"Park",-9.1884349,38.7688006
"Park",-9.1885117,38.768826
"Park",-9.1885549,38.7688386
"Park",-9.1885933,38.7688475
"Park",-9.1886313,38.7688547
"Park",-9.1886691,38.7688592
"Park",-9.1887209,38.7688622
"Park",-9.1887723,38.7688619
"Park",-9.1888057,38.7688598
"Park",-9.1888416,38.768856
"Park",-9.1888808,38.7688491
"Park",-9.1889212,38.7688407
"Park",-9.1889576,38.7688312
"Park",-9.188999,38.7688175
"Park",-9.1890345,38.7688036
"Park",-9.1890612,38.7687913
"Park",-9.189092,38.768775
"Park",-9.1891286,38.768753
"Park",-9.1891607,38.7687309
"Park",-9.1891948,38.7687043
"Park",-9.1892244,38.7686788
"Park",-9.1892461,38.7686572
"Park",-9.1892789,38.7686227
"Park",-9.1893101,38.7685851
"Park",-9.1893369,38.7685451
"Park",-9.1893607,38.7685033
"Park",-9.1893855,38.7684481
"Park",-9.189399,38.7684021
"Park",-9.1894174,38.7683354
"Park",-9.1894332,38.76829
"Park",-9.1894563,38.7682358
"Park",-9.1894781,38.7681927
"Park",-9.1964025,38.7636937
"Park",-9.1964388,38.7636707
"Park",-9.196477,38.763649
"Park",-9.1966289,38.7635669
"Park",-9.1966547,38.7635512
"Park",-9.1966788,38.7635345
"Park",-9.1967013,38.763517
"Park",-9.1967291,38.7634916
"Park",-9.1967459,38.7634691
"Park",-9.1967596,38.7634459
"Park",-9.1967677,38.7634158
"Park",-9.1967693,38.763398
"Park",-9.1967693,38.7633745
"Park",-9.1967677,38.7633559
"Park",-9.1967613,38.7633369
"Park",-9.1967502,38.7633133
"Park",-9.1967348,38.7632911
"Park",-9.196711,38.7632684
"Park",-9.1966768,38.7632451
"Park",-9.1966439,38.7632302
"Park",-9.1966094,38.76322
"Park",-9.1963968,38.7631797
"Park",-9.2174699,38.7763716
"Park",-9.2174863,38.7766026
"Park",-9.2030089,38.7460663
"Park",-9.2014562,38.7490324
"Park",-9.2021007,38.7491466
"Park",-9.2013693,38.7491858
"Park",-9.2016594,38.7490306
"Park",-9.2085,38.756424
"Park",-9.2076256,38.7567441
"Park",-9.2074432,38.7568675
"Park",-9.2072823,38.7569511
"Park",-9.2068048,38.7571226
"Park",-9.2068477,38.7569992
"Park",-9.2069872,38.7569804
"Park",-9.2071213,38.7569448
"Park",-9.207234,38.756857
"Park",-9.2073842,38.7567399
"Park",-9.2076256,38.756537
"Park",-9.2077758,38.7564261
"Park",-9.2079072,38.7562462
"Park",-9.2081486,38.7560873
"Park",-9.2082854,38.7559932
"Park",-9.2083659,38.7558509
"Park",-9.208422,38.7556923
"Park",-9.2085831,38.7560371
"Park",-9.2087521,38.7560099
"Park",-9.2087762,38.7563278
"Park",-9.2087119,38.7563529
"Park",-9.2087441,38.7564533
"Park",-9.2085697,38.7564742
"Park",-9.2087776,38.75624
"Park",-9.2088158,38.7562274
"Park",-9.2093736,38.7574017
"Park",-9.209318,38.7571737
"Park",-9.2092985,38.7571643
"Park",-9.2092542,38.7571622
"Park",-9.2092073,38.7571758
"Park",-9.2091901,38.7572078
"Park",-9.2092354,38.7574101
"Park",-9.2092502,38.7574278
"Park",-9.2093132,38.7574312
"Park",-9.2093488,38.7574185
"Park",-9.2060735,38.7604472
"Park",-9.2056053,38.760274
"Park",-9.2058668,38.7598442
"Park",-9.2060283,38.759904
"Park",-9.2062322,38.7601863
"Park",-9.2058366,38.7598939
"Park",-9.2061701,38.7601003
"Park",-9.2060965,38.7604093
"Park",-9.2060839,38.759981
"Park",-9.2056194,38.7602537
"Park",-9.2066795,38.7626408
"Park",-9.2062412,38.7624584
"Park",-9.2063811,38.762254
"Park",-9.2068194,38.7624363
"Park",-9.2067486,38.7625398
"Park",-9.2068401,38.7639683
"Park",-9.2084435,38.7660001
"Park",-9.2084204,38.7660372
"Park",-9.2083682,38.766045
"Park",-9.2083139,38.7658234
"Park",-9.208505,38.765795
"Park",-9.2084765,38.7656785
"Park",-9.2085817,38.7656628
"Park",-9.1985555,38.7640914
"Park",-9.1982819,38.7636438
"Park",-9.1982712,38.7636773
"Park",-9.1979118,38.7636145
"Park",-9.1978206,38.7639659
"Park",-9.1981344,38.7641165
"Park",-9.1981505,38.7640328
"Park",-9.1979439,38.7636201
"Park",-9.1982002,38.7640392
"Park",-9.1982784,38.7636548
"Park",-9.1983139,38.7636486
"Park",-9.1983924,38.7636603
"Park",-9.1542155,38.781359
"Park",-9.1548742,38.7818744
"Park",-9.1548642,38.7817453
"Park",-9.154838,38.7816899
"Park",-9.1548152,38.7816287
"Park",-9.1547985,38.7815623
"Park",-9.1547877,38.781498
"Park",-9.1547623,38.7814473
"Park",-9.1546972,38.78137
"Park",-9.1546576,38.7813391
"Park",-9.1544511,38.7812246
"Park",-9.1544437,38.7812346
"Park",-9.1542259,38.7808165
"Park",-9.1541795,38.7808708
"Park",-9.1572567,38.7770093
"Park",-9.157423,38.7770521
"Park",-9.1573405,38.7770229
"Park",-9.1575008,38.7770866
"Park",-9.1574706,38.7771206
"Park",-9.1571748,38.7770445
"Park",-9.1529605,38.7788927
"Park",-9.15702,38.7787087
"Park",-9.1567062,38.7790924
"Park",-9.1562931,38.779681
"Park",-9.1561094,38.7798702
"Park",-9.1558123,38.7801823
"Park",-9.1557688,38.7802414
"Park",-9.1556709,38.7803961
"Park",-9.1555307,38.7806465
"Park",-9.1554737,38.7808101
"Park",-9.1554328,38.780797
"Park",-9.1553979,38.7808514
"Park",-9.1553148,38.7809293
"Park",-9.1552732,38.7809544
"Park",-9.1552176,38.7809805
"Park",-9.1551518,38.7810077
"Park",-9.1549862,38.7810851
"Park",-9.1549158,38.7811023
"Park",-9.1547643,38.7811034
"Park",-9.1546986,38.7810892
"Park",-9.1545906,38.7810506
"Park",-9.1540222,38.7810758
"Park",-9.154378,38.7811921
"Park",-9.1542144,38.7808896
"Park",-9.1545034,38.781026
"Park",-9.1540937,38.7810388
"Park",-9.1941264,38.7689789
"Park",-9.1942311,38.7691894
"Park",-9.1948199,38.7692266
"Park",-9.1947636,38.7692538
"Park",-9.1946697,38.7692287
"Park",-9.1945675,38.7692706
"Park",-9.194376,38.769373
"Park",-9.1943653,38.7693876
"Park",-9.1944364,38.769533
"Park",-9.1944297,38.7695455
"Park",-9.1944069,38.7695434
"Park",-9.1941494,38.7690196
"Park",-9.1939562,38.7686264
"Park",-9.19414,38.7685532
"Park",-9.1944266,38.7688428
"Park",-9.1930557,38.7687974
"Park",-9.1933588,38.7687064
"Park",-9.1934755,38.7689333
"Park",-9.193395,38.7689647
"Park",-9.193458,38.7690975
"Park",-9.1931268,38.7687775
"Park",-9.1934516,38.7688904
"Park",-9.1933827,38.7687571
"Park",-9.1934172,38.7689535
"Park",-9.1933011,38.7687241
"Park",-9.1924645,38.768979
"Park",-9.1922952,38.7690238
"Park",-9.1922452,38.76904
"Park",-9.1922715,38.7690895
"Park",-9.1923411,38.7692267
"Park",-9.1923659,38.7692669
"Park",-9.1924184,38.7692494
"Park",-9.1924891,38.7693825
"Park",-9.1927887,38.7688784
"Park",-9.192549,38.7689511
"Park",-9.1924775,38.7693607
"Park",-9.1925098,38.7694354
"Park",-9.1934838,38.7691495
"Park",-9.1933665,38.7687228
"Park",-9.1912963,38.7693966
"Park",-9.1916718,38.7696371
"Park",-9.1911381,38.7693004
"Park",-9.1912226,38.7695252
"Park",-9.1918265,38.769571
"Park",-9.1916485,38.7692112
"Park",-9.191449,38.7693391
"Park",-9.1916758,38.7692663
"Park",-9.1917383,38.7692465
"Park",-9.1918038,38.7693723
"Park",-9.1917384,38.769393
"Park",-9.1915149,38.7693167
"Park",-9.1914842,38.7692606
"Park",-9.191762,38.7694412
"Park",-9.1917201,38.7696392
"Park",-9.1917805,38.7697458
"Park",-9.1916222,38.7699591
"Park",-9.1916692,38.7699309
"Park",-9.1916879,38.7698912
"Park",-9.1916933,38.7698556
"Park",-9.1915049,38.7701518
"Park",-9.1918288,38.7696608
"Park",-9.1918894,38.7697145
"Park",-9.1919566,38.7698511
"Park",-9.1920433,38.7700259
"Park",-9.1920692,38.7700779
"Park",-9.1919062,38.7701241
"Park",-9.1918125,38.7700906
"Park",-9.1915336,38.7701755
"Park",-9.1918807,38.7700727
"Park",-9.1921067,38.7700078
"Park",-9.1920226,38.7698319
"Park",-9.1911999,38.7692278
"Park",-9.1911175,38.7692581
"Park",-9.172347,38.7199103
"Park",-9.1721923,38.7200175
"Park",-9.1900242,38.7726053
"Park",-9.1899478,38.7724463
"Park",-9.1902227,38.7723669
"Park",-9.190039,38.7725969
"Park",-9.1901077,38.7725108
"Park",-9.0969759,38.7472763
"Park",-9.0971333,38.7469588
"Park",-9.0972723,38.7464556
"Park",-9.0975916,38.7452999
"Park",-9.097789,38.7445704
"Park",-9.0978927,38.7442098
"Park",-9.0981103,38.7434726
"Park",-9.1770708,38.7827604
"Park",-9.177044,38.7826413
"Park",-9.1770407,38.7825984
"Park",-9.1770601,38.7825984
"Park",-9.1770775,38.7825973
"Park",-9.1770802,38.7825534
"Park",-9.1768213,38.7825691
"Park",-9.1770854,38.7829526
"Park",-9.1771284,38.7829437
"Park",-9.1771204,38.7828577
"Park",-9.1771006,38.7829494
"Park",-9.180726,38.7743529
"Park",-9.1804136,38.7743257
"Park",-9.180553,38.7743519
"Park",-9.1806818,38.7743822
"Park",-9.1808655,38.7744554
"Park",-9.1809514,38.7744731
"Park",-9.1809679,38.7744016
"Park",-9.2079977,38.7753236
"Park",-9.2187933,38.7470135
"Park",-9.2187846,38.7469665
"Park",-9.2187906,38.7469408
"Park",-9.2188013,38.746911
"Park",-9.2188288,38.7468849
"Park",-9.2187859,38.7469895
"Park",-9.1301506,38.8024608
"Park",-9.1306603,38.8024148
"Park",-9.1307236,38.8024117
"Park",-9.130623,38.8018567
"Park",-9.1300934,38.8024706
"Park",-9.1300136,38.8024668
"Park",-9.1299298,38.8023191
"Park",-9.12994,38.8020089
"Park",-9.1909307,38.792559
"Park",-9.1908167,38.7914602
"Park",-9.1907783,38.7914787
"Park",-9.1908668,38.7916439
"Park",-9.1910217,38.7919919
"Park",-9.1910733,38.7921012
"Park",-9.1910941,38.7921963
"Park",-9.1911201,38.7925032
"Park",-9.1907778,38.7926022
"Park",-9.1826079,38.7993083
"Park",-9.1828664,38.799098
"Park",-9.1827022,38.7990599
"Park",-9.1834042,38.7998192
"Park",-9.183704,38.7995401
"Park",-9.1837254,38.7995521
"Park",-9.1834773,38.7997957
"Park",-9.1837563,38.7994816
"Park",-9.1835162,38.797873
"Park",-9.183535,38.798993
"Park",-9.1835759,38.7991597
"Park",-9.183647,38.7992929
"Park",-9.1816769,38.7985932
"Park",-9.1817278,38.7984583
"Park",-9.1816447,38.7984505
"Park",-9.1823005,38.7979039
"Park",-9.1818975,38.7984118
"Park",-9.1820289,38.7982953
"Park",-9.1820879,38.7981856
"Park",-9.1821905,38.7980387
"Park",-9.1819444,38.7983925
"Park",-9.1819793,38.7983669
"Park",-9.1824252,38.7977795
"Park",-9.1834371,38.7978145
"Park",-9.183246,38.797721
"Park",-9.1827538,38.7974732
"Park",-9.1248308,38.7948082
"Park",-9.1248446,38.7947988
"Park",-9.1248607,38.7947922
"Park",-9.1248767,38.7947886
"Park",-9.1249049,38.7947888
"Park",-9.1249321,38.7947927
"Park",-9.1249921,38.7948061
"Park",-9.1250273,38.7948095
"Park",-9.1250632,38.7948082
"Park",-9.125093,38.794798
"Park",-9.1251151,38.7947844
"Park",-9.1251399,38.7947603
"Park",-9.1251574,38.7947311
"Park",-9.1251621,38.794707
"Park",-9.125152,38.7946725
"Park",-9.1251366,38.7946516
"Park",-9.125034,38.7945576
"Park",-9.1251312,38.7944964
"Park",-9.1251165,38.7944818
"Park",-9.1163953,38.7955082
"Park",-9.1162846,38.7956012
"Park",-9.116239,38.7956122
"Park",-9.1161049,38.7956279
"Park",-9.1160835,38.7956248
"Park",-9.1160325,38.795607
"Park",-9.11595,38.7955652
"Park",-9.1159856,38.7955249
"Park",-9.1157448,38.795387
"Park",-9.1156396,38.7953368
"Park",-9.1155081,38.7952783
"Park",-9.1153311,38.795203
"Park",-9.1152406,38.7951659
"Park",-9.1150629,38.7951074
"Park",-9.1143943,38.7948915
"Park",-9.1141704,38.7948184
"Park",-9.1140899,38.7947384
"Park",-9.114045,38.7946401
"Park",-9.1140275,38.7945293
"Park",-9.1141932,38.7946004
"Park",-9.1144131,38.7946799
"Park",-9.1151051,38.7949041
"Park",-9.1153378,38.7949819
"Park",-9.1156469,38.7950671
"Park",-9.1159017,38.7951319
"Park",-9.1162692,38.7952182
"Park",-9.1162907,38.7952244
"Park",-9.1163088,38.795238
"Park",-9.1163228,38.795261
"Park",-9.1163309,38.7952913
"Park",-9.1248204,38.794816
"Park",-9.124806,38.794834
"Park",-9.1247182,38.7951121
"Park",-9.1246652,38.795249
"Park",-9.1246451,38.7952966
"Park",-9.1246102,38.7953514
"Park",-9.1245854,38.7953812
"Park",-9.1245304,38.7954377
"Park",-9.1243919,38.7955539
"Park",-9.1245405,38.7956775
"Park",-9.1245512,38.7956914
"Park",-9.1245562,38.7957042
"Park",-9.1245592,38.7957217
"Park",-9.1245629,38.7957531
"Park",-9.124567,38.7958513
"Park",-9.124579,38.7960086
"Park",-9.1245844,38.7960831
"Park",-9.1245851,38.7961824
"Park",-9.1245918,38.7962375
"Park",-9.1246307,38.7962987
"Park",-9.1247916,38.7961834
"Park",-9.1254947,38.7955299
"Park",-9.1255336,38.795562
"Park",-9.1256006,38.7955239
"Park",-9.1257716,38.7953499
"Park",-9.1260358,38.7951178
"Park",-9.1261873,38.7951649
"Park",-9.1262189,38.7951565
"Park",-9.1260841,38.794972
"Park",-9.1258863,38.7948346
"Park",-9.1253143,38.7944363
"Park",-9.1251916,38.7944337
"Park",-9.2426531,38.7229094
"Park",-9.242325,38.7226711
"Park",-9.2305715,38.7086676
"Park",-9.2308491,38.7080951
"Park",-9.2425051,38.7261349
"Park",-9.2423789,38.7261641
"Park",-9.2421506,38.726214
"Park",-9.2422129,38.7261035
"Park",-9.1803599,38.7986622
"Park",-9.1802721,38.7987933
"Park",-9.1805698,38.798924
"Park",-9.1803753,38.7991848
"Park",-9.1802815,38.7992976
"Park",-9.1804196,38.7993609
"Park",-9.1802486,38.7996143
"Park",-9.1801085,38.7995532
"Park",-9.1800924,38.7995798
"Park",-9.1801333,38.7996185
"Park",-9.1801594,38.7996405
"Park",-9.1802043,38.7996582
"Park",-9.180323,38.7996833
"Park",-9.1803472,38.7996833
"Park",-9.1803847,38.7996729
"Park",-9.1804082,38.7996587
"Park",-9.1804229,38.7996415
"Park",-9.1803492,38.7996128
"Park",-9.1805021,38.7993943
"Park",-9.1808756,38.7995715
"Park",-9.1808829,38.7996462
"Park",-9.1809654,38.799687
"Park",-9.1809661,38.7998631
"Park",-9.1812792,38.7998798
"Park",-9.1809849,38.7996227
"Park",-9.1806375,38.7993196
"Park",-9.1805946,38.7992511
"Park",-9.1805819,38.799201
"Park",-9.1805919,38.7991372
"Park",-9.1807039,38.7987223
"Park",-9.1807314,38.7986047
"Park",-9.1807287,38.7985467
"Park",-9.1807187,38.7985043
"Park",-9.1806905,38.7984756
"Park",-9.1806355,38.7984421
"Park",-9.1805678,38.7984218
"Park",-9.1805088,38.7984155
"Park",-9.1805034,38.7984834
"Park",-9.1800836,38.798474
"Park",-9.1800602,38.7985137
"Park",-9.2378288,38.7321109
"Park",-9.2387215,38.7277427
"Park",-9.2386269,38.7278266
"Park",-9.2385272,38.7277524
"Park",-9.2382467,38.7279779
"Park",-9.2379576,38.7277051
"Park",-9.2381055,38.7279697
"Park",-9.2383558,38.7281035
"Park",-9.2379718,38.7283243
"Park",-9.2375445,38.7283222
"Park",-9.2380083,38.7283583
"Park",-9.2377482,38.7284826
"Park",-9.2374425,38.7282549
"Park",-9.237472,38.7283692
"Park",-9.2375377,38.7285117
"Park",-9.2385179,38.7277581
"Park",-9.2379877,38.727769
"Park",-9.2381604,38.7269162
"Park",-9.2383075,38.7269135
"Park",-9.2391157,38.7272849
"Park",-9.2381775,38.7270805
"Park",-9.2381689,38.7269818
"Park",-9.2381217,38.7269364
"Park",-9.2318555,38.7302337
"Park",-9.2308461,38.7303226
"Park",-9.2315441,38.7280891
"Park",-9.2309915,38.7284009
"Park",-9.2311431,38.7285987
"Park",-9.230891,38.7287912
"Park",-9.2307555,38.7286426
"Park",-9.2305543,38.728742
"Park",-9.2305114,38.7286939
"Park",-9.2307448,38.7280494
"Park",-9.2310425,38.7278945
"Park",-9.2311122,38.7278904
"Park",-9.2312356,38.7279322
"Park",-9.2313805,38.7280389
"Park",-9.2314985,38.728064
"Park",-9.2305704,38.7283235
"Park",-9.2303666,38.728267
"Park",-9.2302942,38.7283926
"Park",-9.2301547,38.728357
"Park",-9.230549,38.7281545
"Park",-9.230615,38.7281474
"Park",-9.2306336,38.7281795
"Park",-9.2305802,38.7281403
"Park",-9.2310299,38.7287005
"Park",-9.2310436,38.7286758
"Park",-9.2310395,38.7286891
"Park",-9.230868,38.7287651
"Park",-9.2308023,38.7286986
"Park",-9.2309856,38.7279242
"Park",-9.230715,38.7281316
"Park",-9.2311533,38.7285933
"Park",-9.2306123,38.7282076
"Park",-9.230623,38.7282001
"Park",-9.2306304,38.7281905
"Park",-9.2306322,38.7281674
"Park",-9.2306258,38.7281563
"Park",-9.2306043,38.7281427
"Park",-9.2305924,38.7281402
"Park",-9.2305683,38.7281428
"Park",-9.2305577,38.7281477
"Park",-9.2313293,38.7280013
"Park",-9.1842789,38.727988
"Park",-9.2290692,38.723607
"Park",-9.2289324,38.7236384
"Park",-9.2286749,38.7232743
"Park",-9.2287259,38.7232973
"Park",-9.2291684,38.7235652
"Park",-9.2292006,38.7235003
"Park",-9.2291631,38.7234501
"Park",-9.2288975,38.7233517
"Park",-9.2286266,38.7232346
"Park",-9.2278756,38.7234459
"Park",-9.2282627,38.7236281
"Park",-9.2283736,38.7234884
"Park",-9.2287849,38.723697
"Park",-9.1707276,38.7074433
"Park",-9.1711935,38.7061818
"Park",-9.1708892,38.7060407
"Park",-9.1714793,38.7063156
"Park",-9.2271014,38.7233544
"Park",-9.2272966,38.7231338
"Park",-9.2270713,38.7231966
"Park",-9.2269294,38.7233017
"Park",-9.2274816,38.7235314
"Park",-9.2271249,38.7233912
"Park",-9.2271452,38.723367
"Park",-9.2268969,38.7232426
"Park",-9.2273636,38.723115
"Park",-9.2275142,38.7234729
"Park",-9.2282272,38.723347
"Park",-9.2290381,38.7207892
"Park",-9.2289978,38.7207787
"Park",-9.228971,38.7207453
"Park",-9.2289549,38.7207097
"Park",-9.2289549,38.7206657
"Park",-9.2280269,38.7205004
"Park",-9.2289731,38.7205768
"Park",-9.2280098,38.7204089
"Park",-9.2282095,38.720553
"Park",-9.2278187,38.7204234
"Park",-9.2278271,38.7203921
"Park",-9.2289354,38.7209668
"Park",-9.2234806,38.7235696
"Park",-9.223276,38.7233776
"Park",-9.2230152,38.7229795
"Park",-9.2228483,38.7232905
"Park",-9.2231345,38.723563
"Park",-9.222845,38.7225851
"Park",-9.2246128,38.7227247
"Park",-9.2238392,38.7226311
"Park",-9.2238026,38.7226755
"Park",-9.2230378,38.7226395
"Park",-9.2229671,38.7230872
"Park",-9.2235576,38.7236356
"Park",-9.2236117,38.7236122
"Park",-9.2237158,38.7236983
"Park",-9.2238795,38.7235832
"Park",-9.2240913,38.723782
"Park",-9.2243354,38.7236188
"Park",-9.2243891,38.7236607
"Park",-9.2244078,38.7236377
"Park",-9.224499,38.7237276
"Park",-9.2245795,38.7236837
"Park",-9.2241986,38.7233384
"Park",-9.2244481,38.7232097
"Park",-9.2244213,38.7231857
"Park",-9.2241919,38.7232987
"Park",-9.2239653,38.7231836
"Park",-9.2239626,38.7230894
"Park",-9.2238392,38.7230643
"Park",-9.2238553,38.7229722
"Park",-9.2240136,38.7229032
"Park",-9.2240243,38.7228299
"Park",-9.2239036,38.7228215
"Park",-9.223909,38.722742
"Park",-9.2244964,38.7227985
"Park",-9.2245715,38.722945
"Park",-9.2242082,38.7233335
"Park",-9.2250864,38.7233625
"Park",-9.2248142,38.7232082
"Park",-9.2249731,38.7234072
"Park",-9.2245242,38.72367
"Park",-9.2218047,38.7224742
"Park",-9.2221776,38.7225411
"Park",-9.2227596,38.7226269
"Park",-9.2219134,38.7225934
"Park",-9.2218155,38.7225976
"Park",-9.2220408,38.7227818
"Park",-9.2221776,38.7228236
"Park",-9.2222929,38.7229806
"Park",-9.2222849,38.723125
"Park",-9.2222714,38.7232317
"Park",-9.2223251,38.7233447
"Park",-9.2229635,38.7240143
"Park",-9.2233658,38.7237486
"Park",-9.223229,38.7235874
"Park",-9.2231438,38.7236079
"Park",-9.2322183,38.714665
"Park",-9.2319187,38.7142086
"Park",-9.2320291,38.7140033
"Park",-9.2315246,38.7135019
"Park",-9.2311556,38.713794
"Park",-9.2313017,38.7140164
"Park",-9.1867596,38.7685275
"Park",-9.1650418,38.7961369
"Park",-9.1650056,38.7961359
"Park",-9.1649687,38.796127
"Park",-9.1649419,38.7961118
"Park",-9.1649198,38.7960805
"Park",-9.164895,38.7960136
"Park",-9.1648903,38.7959728
"Park",-9.164897,38.795943
"Park",-9.1649104,38.7959284
"Park",-9.1651028,38.7961307
"Park",-9.165986,38.7960235
"Park",-9.1660255,38.7960152
"Park",-9.1660738,38.7959979
"Park",-9.1661187,38.7959728
"Park",-9.1661496,38.7959399
"Park",-9.1661603,38.7959002
"Park",-9.1661563,38.7958699
"Park",-9.1661442,38.7958417
"Park",-9.1661006,38.7957826
"Park",-9.1654016,38.7960802
"Park",-9.1654287,38.7960798
"Park",-9.1655291,38.7959902
"Park",-9.165931,38.7959052
"Park",-9.1802697,38.7742988
"Park",-9.1846756,38.7002369
"Park",-9.1847245,38.7002416
"Park",-9.1847681,38.7002401
"Park",-9.1848134,38.7002254
"Park",-9.184854,38.7002087
"Park",-9.1849163,38.7001673
"Park",-9.1849344,38.7001364
"Park",-9.1849317,38.7001035
"Park",-9.1860415,38.7008937
"Park",-9.1846655,38.7014913
"Park",-9.1847031,38.7011218
"Park",-9.184683,38.7011841
"Park",-9.1845559,38.7013347
"Park",-9.1846013,38.7009713
